TXNAME	GENEID
"G2516;G2516.1(-)"	G2516
"G2517;G2517.1(+)"	G2517
"G2518;G2518.1(+)"	G2518
"G2519;G2519.1(+)"	G2519
"G2519;G2519.2(+)"	G2519
"G2520;G2520.1(+)"	G2520
"G2521;G2521.1(+)"	G2521
"G2521;G2521.2(+)"	G2521
"G2522;G2522.1(-)"	G2522
"G2523;G2523.1(+)"	G2523
"G2523;G2523.2(+)"	G2523
"G2523;G2523.3(+)"	G2523
"G2524;G2524.1(+)"	G2524
"G2525;G2525.1(+)"	G2525
"G2526;G2526.1(+)"	G2526
"G2527;G2527.1(-)"	G2527
"G2527;G2527.2(-)"	G2527
"G2528;G2528.1(+)"	G2528
"G2529;G2529.1(+)"	G2529
"G2529;G2529.2(+)"	G2529
"G2530;G2530.1(+)"	G2530
"G2531;G2531.1(-)"	G2531
"G2531;G2531.2(-)"	G2531
"G2532;G2532.1(+)"	G2532
"G2533;G2533.1(+)"	G2533
"G2534;G2534.1(-)"	G2534
"G2534;G2534.2(-)"	G2534
"G2535;G2535.1(+)"	G2535
"G2536;G2536.1(+)"	G2536
"G2536;G2536.2(+)"	G2536
"G2537;G2537.1(-)"	G2537
"G2538;G2538.1(+)"	G2538
"G2539;G2539.1(-)"	G2539
"G2540;G2540.1(-)"	G2540
"G2541;G2541.1(-)"	G2541
"G2542;G2542.1(+)"	G2542
"G2543;G2543.1(-)"	G2543
"G2543;G2543.2(-)"	G2543
"G2544;G2544.1(+)"	G2544
"G2544;G2544.2(+)"	G2544
"G2545;G2545.1(-)"	G2545
"G2545;G2545.2(-)"	G2545
"G2545;G2545.3(-)"	G2545
"G2546;G2546.1(-)"	G2546
"G2547;G2547.1(+)"	G2547
"G2548;G2548.1(-)"	G2548
"G2549;G2549.1(-)"	G2549
"G2550;G2550.1(-)"	G2550
"G2550;G2550.2(-)"	G2550
"G2550;G2550.3(-)"	G2550
"G2550;G2550.4(-)"	G2550
"G2551;G2551.1(-)"	G2551
"G2552;G2552.1(+)"	G2552
"G2553;G2553.1(-)"	G2553
"G2554;G2554.1(+)"	G2554
"G2555;G2555.1(-)"	G2555
"G2556;G2556.1(+)"	G2556
"G2557;G2557.1(-)"	G2557
"G2557;G2557.2(-)"	G2557
"G2558;G2558.1(-)"	G2558
"G2559;G2559.1(-)"	G2559
"G2560;G2560.1(-)"	G2560
"G2561;G2561.1(+)"	G2561
"G2562;G2562.1(+)"	G2562
"G2563;G2563.1(-)"	G2563
"G2564;G2564.1(+)"	G2564
"G2565;G2565.1(+)"	G2565
"G2566;G2566.1(-)"	G2566
"G2567;G2567.1(-)"	G2567
"G2568;G2568.1(+)"	G2568
"G2569;G2569.1(+)"	G2569
"G2570;G2570.1(-)"	G2570
"G2571;G2571.1(+)"	G2571
"G2572;G2572.1(+)"	G2572
"G2573;G2573.1(+)"	G2573
"G2574;G2574.1(+)"	G2574
"G2574;G2574.2(+)"	G2574
"G2575;G2575.1(+)"	G2575
"G2576;G2576.1(+)"	G2576
"G2576;G2576.2(+)"	G2576
"G2576;G2576.3(+)"	G2576
"G2577;G2577.1(-)"	G2577
"G2578;G2578.1(-)"	G2578
"G2579;G2579.1(-)"	G2579
"G2580;G2580.1(+)"	G2580
"G2581;G2581.1(+)"	G2581
"G2581;G2581.2(+)"	G2581
"G2582;G2582.1(+)"	G2582
"G2583;G2583.1(+)"	G2583
"G2584;G2584.1(-)"	G2584
"G2585;G2585.1(-)"	G2585
"G2586;G2586.1(-)"	G2586
"G2587;G2587.1(-)"	G2587
"G2588;G2588.1(+)"	G2588
"G2589;G2589.1(-)"	G2589
"G2590;G2590.1(+)"	G2590
"G2591;G2591.1(-)"	G2591
"G2591;G2591.2(-)"	G2591
"G2592;G2592.1(+)"	G2592
"G2592;G2592.2(+)"	G2592
"G2593;G2593.1(-)"	G2593
"G2594;G2594.1(-)"	G2594
"G2595;G2595.1(-)"	G2595
"G2596;G2596.1(-)"	G2596
"G2597;G2597.1(+)"	G2597
"G2598;G2598.1(+)"	G2598
"G2599;G2599.1(+)"	G2599
"G2599;G2599.2(+)"	G2599
"G2600;G2600.1(+)"	G2600
"G2601;G2601.1(-)"	G2601
"G2602;G2602.1(+)"	G2602
"G2603;G2603.1(-)"	G2603
"G2603;G2603.2(-)"	G2603
"G2604;G2604.1(-)"	G2604
"G2605;G2605.1(+)"	G2605
"G2606;G2606.1(+)"	G2606
"G2607;G2607.1(-)"	G2607
"G2608;G2608.1(+)"	G2608
"G2609;G2609.1(+)"	G2609
"G2610;G2610.1(+)"	G2610
"G2611;G2611.1(+)"	G2611
"G2611;G2611.2(+)"	G2611
"G2612;G2612.1(-)"	G2612
"G2613;G2613.1(+)"	G2613
"G2613;G2613.2(+)"	G2613
"G2613;G2613.3(+)"	G2613
"G2614;G2614.1(+)"	G2614
"G2614;G2614.2(+)"	G2614
"G2615;G2615.1(+)"	G2615
"G2615;G2615.2(+)"	G2615
"G2616;G2616.1(-)"	G2616
"G2616;G2616.2(-)"	G2616
"G2616;G2616.3(-)"	G2616
"G2617;G2617.1(-)"	G2617
"G2618;G2618.1(+)"	G2618
"G2618;G2618.2(+)"	G2618
"G2619;G2619.1(+)"	G2619
"G2620;G2620.1(+)"	G2620
"G2620;G2620.2(+)"	G2620
"G2621;G2621.1(-)"	G2621
"G2622;G2622.1(+)"	G2622
"G2622;G2622.2(+)"	G2622
"G2623;G2623.1(-)"	G2623
"G2624;G2624.1(+)"	G2624
"G2625;G2625.1(+)"	G2625
"G2626;G2626.1(-)"	G2626
"G2627;G2627.1(+)"	G2627
"G2628;G2628.1(-)"	G2628
"G2628;G2628.2(-)"	G2628
"G2629;G2629.1(-)"	G2629
"G2630;G2630.1(+)"	G2630
"G2630;G2630.2(+)"	G2630
"G2631;G2631.1(+)"	G2631
"G2632;G2632.1(-)"	G2632
"G2633;G2633.1(-)"	G2633
"G2634;G2634.1(+)"	G2634
"G2635;G2635.1(-)"	G2635
"G2636;G2636.1(+)"	G2636
"G2636;G2636.2(+)"	G2636
"G2637;G2637.1(+)"	G2637
"G2638;G2638.1(-)"	G2638
"G2639;G2639.1(+)"	G2639
"G2640;G2640.1(+)"	G2640
"G2641;G2641.1(-)"	G2641
"G2642;G2642.1(-)"	G2642
"G2643;G2643.1(-)"	G2643
"G2644;G2644.1(+)"	G2644
"G2645;G2645.1(-)"	G2645
"G2646;G2646.1(-)"	G2646
"G2647;G2647.1(+)"	G2647
"G2648;G2648.1(-)"	G2648
"G2649;G2649.1(-)"	G2649
"G2650;G2650.1(-)"	G2650
"G2651;G2651.1(-)"	G2651
"G2652;G2652.1(+)"	G2652
"G2653;G2653.1(-)"	G2653
"G2654;G2654.1(+)"	G2654
"G2655;G2655.1(-)"	G2655
"G2655;G2655.2(-)"	G2655
"G2655;G2655.3(-)"	G2655
"G2656;G2656.1(-)"	G2656
"G2657;G2657.1(-)"	G2657
"G2657;G2657.2(-)"	G2657
"G2658;G2658.1(-)"	G2658
"G2659;G2659.1(-)"	G2659
"G2660;G2660.1(+)"	G2660
"G2661;G2661.1(+)"	G2661
"G2662;G2662.1(-)"	G2662
"G2663;G2663.1(-)"	G2663
"G2663;G2663.2(-)"	G2663
"G2664;G2664.1(+)"	G2664
"G2665;G2665.1(-)"	G2665
"G2666;G2666.1(+)"	G2666
"G2667;G2667.1(-)"	G2667
"G2668;G2668.1(-)"	G2668
"G2669;G2669.1(+)"	G2669
"G2669;G2669.2(+)"	G2669
"G2670;G2670.1(+)"	G2670
"G2671;G2671.1(-)"	G2671
"G2671;G2671.2(-)"	G2671
"G2671;G2671.3(-)"	G2671
"G2672;G2672.1(-)"	G2672
"G2673;G2673.1(-)"	G2673
"G2674;G2674.1(+)"	G2674
"G2675;G2675.1(-)"	G2675
"G2676;G2676.1(-)"	G2676
"G2677;G2677.1(+)"	G2677
"G2678;G2678.1(+)"	G2678
"G2679;G2679.1(-)"	G2679
"G2680;G2680.1(+)"	G2680
"G2681;G2681.1(+)"	G2681
"G2681;G2681.2(+)"	G2681
"G2682;G2682.1(-)"	G2682
"G2683;G2683.1(-)"	G2683
"G2684;G2684.1(-)"	G2684
"G2685;G2685.1(+)"	G2685
"G2686;G2686.1(+)"	G2686
"G2687;G2687.1(+)"	G2687
"G2688;G2688.1(+)"	G2688
"G2689;G2689.1(-)"	G2689
"G2690;G2690.1(-)"	G2690
"G2691;G2691.1(+)"	G2691
"G2692;G2692.1(-)"	G2692
"G2693;G2693.1(+)"	G2693
"G2694;G2694.1(+)"	G2694
"G2695;G2695.1(+)"	G2695
"G2696;G2696.1(+)"	G2696
"G2697;G2697.1(+)"	G2697
"G2698;G2698.1(-)"	G2698
"G2699;G2699.1(-)"	G2699
"G2700;G2700.1(-)"	G2700
"G2701;G2701.1(-)"	G2701
"G2701;G2701.2(-)"	G2701
"G2701;G2701.3(-)"	G2701
"G2702;G2702.1(+)"	G2702
"G2702;G2702.2(+)"	G2702
"G2702;G2702.3(+)"	G2702
"G2703;G2703.1(+)"	G2703
"G2704;G2704.1(+)"	G2704
"G2705;G2705.1(-)"	G2705
"G2706;G2706.1(-)"	G2706
"G2706;G2706.2(-)"	G2706
"G2706;G2706.3(-)"	G2706
"G2706;G2706.4(-)"	G2706
"G2707;G2707.1(+)"	G2707
"G2707;G2707.2(+)"	G2707
"G2708;G2708.1(+)"	G2708
"G2709;G2709.1(-)"	G2709
"G2710;G2710.1(-)"	G2710
"G2711;G2711.1(-)"	G2711
"G2712;G2712.1(+)"	G2712
"G2713;G2713.1(-)"	G2713
"G2714;G2714.1(-)"	G2714
"G2714;G2714.2(-)"	G2714
"G2714;G2714.3(-)"	G2714
"G2715;G2715.1(-)"	G2715
"G2716;G2716.1(+)"	G2716
"G2717;G2717.1(+)"	G2717
"G2718;G2718.1(-)"	G2718
"G2719;G2719.1(-)"	G2719
"G2720;G2720.1(+)"	G2720
"G2720;G2720.2(+)"	G2720
"G2720;G2720.3(+)"	G2720
"G2721;G2721.1(-)"	G2721
"G2721;G2721.2(-)"	G2721
"G2722;G2722.1(-)"	G2722
"G2723;G2723.1(+)"	G2723
"G2723;G2723.2(+)"	G2723
"G2724;G2724.1(-)"	G2724
"G2724;G2724.2(-)"	G2724
"G2725;G2725.1(+)"	G2725
"G2725;G2725.2(+)"	G2725
"G2726;G2726.1(-)"	G2726
"G2727;G2727.1(-)"	G2727
"G2728;G2728.1(+)"	G2728
"G2729;G2729.1(-)"	G2729
"G2729;G2729.2(-)"	G2729
"G2730;G2730.1(+)"	G2730
"G2730;G2730.2(+)"	G2730
"G2731;G2731.1(+)"	G2731
"G2732;G2732.1(-)"	G2732
"G2732;G2732.2(-)"	G2732
"G2732;G2732.3(-)"	G2732
"G2733;G2733.1(+)"	G2733
"G2734;G2734.1(+)"	G2734
"G2735;G2735.1(+)"	G2735
"G2736;G2736.1(-)"	G2736
"G2737;G2737.1(-)"	G2737
"G2738;G2738.1(+)"	G2738
"G2739;G2739.1(-)"	G2739
"G2740;G2740.1(-)"	G2740
"G2741;G2741.1(+)"	G2741
"G2742;G2742.1(-)"	G2742
"G2743;G2743.1(-)"	G2743
"G2744;G2744.1(-)"	G2744
"G2745;G2745.1(-)"	G2745
"G2745;G2745.2(-)"	G2745
"G2746;G2746.1(-)"	G2746
"G2747;G2747.1(-)"	G2747
"G2748;G2748.1(+)"	G2748
"G2749;G2749.1(+)"	G2749
"G2750;G2750.1(+)"	G2750
"G2750;G2750.2(+)"	G2750
"G2751;G2751.1(+)"	G2751
"G2752;G2752.1(+)"	G2752
"G2753;G2753.1(-)"	G2753
"G2754;G2754.1(+)"	G2754
"G2754;G2754.2(+)"	G2754
"G2755;G2755.1(-)"	G2755
"G2756;G2756.1(-)"	G2756
"G2757;G2757.1(+)"	G2757
"G2758;G2758.1(-)"	G2758
"G2759;G2759.1(+)"	G2759
"G2760;G2760.1(-)"	G2760
"G2761;G2761.1(-)"	G2761
"G2762;G2762.1(+)"	G2762
"G2763;G2763.1(-)"	G2763
"G2763;G2763.2(-)"	G2763
"G2764;G2764.1(+)"	G2764
"G2765;G2765.1(+)"	G2765
"G2766;G2766.1(+)"	G2766
"G2766;G2766.2(+)"	G2766
"G2767;G2767.1(-)"	G2767
"G2767;G2767.2(-)"	G2767
"G2768;G2768.1(-)"	G2768
"G2768;G2768.2(-)"	G2768
"G2768;G2768.3(-)"	G2768
"G2768;G2768.4(-)"	G2768
"G2769;G2769.1(-)"	G2769
"G2769;G2769.2(-)"	G2769
"G2769;G2769.3(-)"	G2769
"G2769;G2769.4(-)"	G2769
"G2770;G2770.1(+)"	G2770
"G2770;G2770.2(+)"	G2770
"G2771;G2771.1(+)"	G2771
"G2772;G2772.1(-)"	G2772
"G2773;G2773.1(-)"	G2773
"G2774;G2774.1(+)"	G2774
"G2774;G2774.2(+)"	G2774
"G2775;G2775.1(-)"	G2775
"G2776;G2776.1(+)"	G2776
"G2777;G2777.1(+)"	G2777
"G2778;G2778.1(-)"	G2778
"G2778;G2778.2(-)"	G2778
"G2779;G2779.1(+)"	G2779
"G2780;G2780.1(-)"	G2780
"G2781;G2781.1(-)"	G2781
"G2782;G2782.1(-)"	G2782
"G2783;G2783.1(-)"	G2783
"G2783;G2783.2(-)"	G2783
"G2784;G2784.1(-)"	G2784
"G2785;G2785.1(-)"	G2785
"G2786;G2786.1(+)"	G2786
"G2787;G2787.1(-)"	G2787
"G2788;G2788.1(+)"	G2788
"G2788;G2788.2(+)"	G2788
"G2789;G2789.1(+)"	G2789
"G2790;G2790.1(+)"	G2790
"G2791;G2791.1(+)"	G2791
"G2791;G2791.2(+)"	G2791
"G2792;G2792.1(-)"	G2792
"G2793;G2793.1(-)"	G2793
"G2793;G2793.2(-)"	G2793
"G2794;G2794.1(-)"	G2794
"G2795;G2795.1(-)"	G2795
"G2795;G2795.2(-)"	G2795
"G2796;G2796.1(-)"	G2796
"G2796;G2796.2(-)"	G2796
"G2797;G2797.1(-)"	G2797
"G2797;G2797.2(-)"	G2797
"G2798;G2798.1(-)"	G2798
"G2799;G2799.1(+)"	G2799
"G2799;G2799.2(+)"	G2799
"G2799;G2799.3(+)"	G2799
"G2800;G2800.1(-)"	G2800
"G2801;G2801.1(-)"	G2801
"G2802;G2802.1(-)"	G2802
"G2803;G2803.1(+)"	G2803
"G2803;G2803.2(+)"	G2803
"G2804;G2804.1(-)"	G2804
"G2805;G2805.1(+)"	G2805
"G2806;G2806.1(-)"	G2806
"G2807;G2807.1(+)"	G2807
"G2808;G2808.1(+)"	G2808
"G2809;G2809.1(-)"	G2809
"G2810;G2810.1(+)"	G2810
"G2810;G2810.2(+)"	G2810
"G2811;G2811.1(+)"	G2811
"G2812;G2812.1(-)"	G2812
"G2813;G2813.1(-)"	G2813
"G2814;G2814.1(-)"	G2814
"G2815;G2815.1(+)"	G2815
"G2815;G2815.2(+)"	G2815
"G2815;G2815.3(+)"	G2815
"G2816;G2816.1(+)"	G2816
"G2817;G2817.1(-)"	G2817
"G2818;G2818.1(-)"	G2818
"G2819;G2819.1(+)"	G2819
"G2820;G2820.1(-)"	G2820
"G2821;G2821.1(+)"	G2821
"G2822;G2822.1(-)"	G2822
"G2823;G2823.1(+)"	G2823
"G2824;G2824.1(+)"	G2824
"G2824;G2824.2(+)"	G2824
"G2825;G2825.1(+)"	G2825
"G2826;G2826.1(-)"	G2826
"G2827;G2827.1(+)"	G2827
"G2828;G2828.1(-)"	G2828
"G2829;G2829.1(-)"	G2829
"G2830;G2830.1(+)"	G2830
"G2831;G2831.1(-)"	G2831
"G2831;G2831.2(-)"	G2831
"G2832;G2832.1(+)"	G2832
"G2833;G2833.1(+)"	G2833
"G2834;G2834.1(+)"	G2834
"G2835;G2835.1(+)"	G2835
"G2836;G2836.1(+)"	G2836
"G2836;G2836.2(+)"	G2836
"G2837;G2837.1(-)"	G2837
"G2837;G2837.2(-)"	G2837
"G2838;G2838.1(+)"	G2838
"G2839;G2839.1(-)"	G2839
"G2840;G2840.1(+)"	G2840
"G2841;G2841.1(-)"	G2841
"G2842;G2842.1(+)"	G2842
"G2843;G2843.1(-)"	G2843
"G2844;G2844.1(+)"	G2844
"G2845;G2845.1(-)"	G2845
"G2846;G2846.1(-)"	G2846
"G2847;G2847.1(+)"	G2847
"G2848;G2848.1(+)"	G2848
"G2849;G2849.1(+)"	G2849
"G2850;G2850.1(-)"	G2850
"G2850;G2850.2(-)"	G2850
"G2851;G2851.1(-)"	G2851
"G2851;G2851.2(-)"	G2851
"G2851;G2851.3(-)"	G2851
"G2852;G2852.1(+)"	G2852
"G2853;G2853.1(+)"	G2853
"G2853;G2853.2(+)"	G2853
"G2854;G2854.1(+)"	G2854
"G2854;G2854.2(+)"	G2854
"G2855;G2855.1(-)"	G2855
"G2856;G2856.1(+)"	G2856
"G2856;G2856.2(+)"	G2856
"G2857;G2857.1(-)"	G2857
"G2858;G2858.1(-)"	G2858
"G2858;G2858.2(-)"	G2858
"G2859;G2859.1(+)"	G2859
"G2860;G2860.1(+)"	G2860
"G2861;G2861.1(+)"	G2861
"G2861;G2861.2(+)"	G2861
"G2862;G2862.1(-)"	G2862
"G2863;G2863.1(+)"	G2863
"G2864;G2864.1(+)"	G2864
"G2864;G2864.2(+)"	G2864
"G2865;G2865.1(+)"	G2865
"G2866;G2866.1(-)"	G2866
"G2867;G2867.1(-)"	G2867
"G2868;G2868.1(-)"	G2868
"G2869;G2869.1(-)"	G2869
"G2869;G2869.2(-)"	G2869
"G2870;G2870.1(-)"	G2870
"G2870;G2870.2(-)"	G2870
"G2871;G2871.1(-)"	G2871
"G2872;G2872.1(+)"	G2872
"G2873;G2873.1(+)"	G2873
"G2874;G2874.1(-)"	G2874
"G2875;G2875.1(+)"	G2875
"G2875;G2875.2(+)"	G2875
"G2876;G2876.1(-)"	G2876
"G2876;G2876.2(-)"	G2876
"G2876;G2876.3(-)"	G2876
"G2877;G2877.1(-)"	G2877
"G2878;G2878.1(-)"	G2878
"G2879;G2879.1(+)"	G2879
"G2879;G2879.2(+)"	G2879
"G2880;G2880.1(-)"	G2880
"G2880;G2880.2(-)"	G2880
"G2881;G2881.1(+)"	G2881
"G2882;G2882.1(+)"	G2882
"G2883;G2883.1(-)"	G2883
"G2883;G2883.2(-)"	G2883
"G2883;G2883.3(-)"	G2883
"G2883;G2883.4(-)"	G2883
"G2884;G2884.1(+)"	G2884
"G2885;G2885.1(-)"	G2885
"G2886;G2886.1(+)"	G2886
"G2887;G2887.1(+)"	G2887
"G2887;G2887.2(+)"	G2887
"G2888;G2888.1(+)"	G2888
"G2888;G2888.2(+)"	G2888
"G2889;G2889.1(-)"	G2889
"G2890;G2890.1(-)"	G2890
"G2891;G2891.1(+)"	G2891
"G2892;G2892.1(+)"	G2892
"G2893;G2893.1(+)"	G2893
"G2894;G2894.1(-)"	G2894
"G2895;G2895.1(-)"	G2895
"G2896;G2896.1(-)"	G2896
"G2897;G2897.1(-)"	G2897
"G2898;G2898.1(+)"	G2898
"G2899;G2899.1(+)"	G2899
"G2900;G2900.1(-)"	G2900
"G2901;G2901.1(-)"	G2901
"G2901;G2901.2(-)"	G2901
"G2902;G2902.1(+)"	G2902
"G2903;G2903.1(-)"	G2903
"G2903;G2903.2(-)"	G2903
"G2903;G2903.3(-)"	G2903
"G2904;G2904.1(-)"	G2904
"G2905;G2905.1(-)"	G2905
"G2906;G2906.1(+)"	G2906
"G2907;G2907.1(+)"	G2907
"G2908;G2908.1(+)"	G2908
"G2908;G2908.2(+)"	G2908
"G2908;G2908.3(+)"	G2908
"G2908;G2908.4(+)"	G2908
"G2909;G2909.1(-)"	G2909
"G2910;G2910.1(-)"	G2910
"G2910;G2910.2(-)"	G2910
"G2911;G2911.1(-)"	G2911
"G2911;G2911.2(-)"	G2911
"G2911;G2911.3(-)"	G2911
"G2911;G2911.4(-)"	G2911
"G2912;G2912.1(-)"	G2912
"G2912;G2912.2(-)"	G2912
"G2913;G2913.1(-)"	G2913
"G2913;G2913.2(-)"	G2913
"G2914;G2914.1(+)"	G2914
"G2915;G2915.1(+)"	G2915
"G2915;G2915.2(+)"	G2915
"G2915;G2915.3(+)"	G2915
"G2915;G2915.4(+)"	G2915
"G2915;G2915.5(+)"	G2915
"G2916;G2916.1(+)"	G2916
"G2917;G2917.1(+)"	G2917
"G2918;G2918.1(-)"	G2918
"G2919;G2919.1(-)"	G2919
"G2920;G2920.1(-)"	G2920
"G2921;G2921.1(-)"	G2921
"G2922;G2922.1(+)"	G2922
"G2923;G2923.1(+)"	G2923
"G2924;G2924.1(-)"	G2924
"G2925;G2925.1(-)"	G2925
"G2926;G2926.1(+)"	G2926
"G2927;G2927.1(+)"	G2927
"G2928;G2928.1(-)"	G2928
"G2929;G2929.1(-)"	G2929
"G2930;G2930.1(+)"	G2930
"G2931;G2931.1(+)"	G2931
"G2932;G2932.1(-)"	G2932
"G2933;G2933.1(+)"	G2933
"G2934;G2934.1(+)"	G2934
"G2935;G2935.1(+)"	G2935
"G2936;G2936.1(+)"	G2936
"G2937;G2937.1(-)"	G2937
"G2938;G2938.1(-)"	G2938
"G2938;G2938.2(-)"	G2938
"G2939;G2939.1(-)"	G2939
"G2940;G2940.1(+)"	G2940
"G2941;G2941.1(-)"	G2941
"G2942;G2942.1(+)"	G2942
"G2943;G2943.1(-)"	G2943
"G2944;G2944.1(-)"	G2944
"G2945;G2945.1(-)"	G2945
"G2945;G2945.2(-)"	G2945
"G2946;G2946.1(+)"	G2946
"G2947;G2947.1(+)"	G2947
"G2948;G2948.1(-)"	G2948
"G2948;G2948.2(-)"	G2948
"G2948;G2948.3(-)"	G2948
"G2949;G2949.1(-)"	G2949
"G2950;G2950.1(+)"	G2950
"G2950;G2950.2(+)"	G2950
"G2951;G2951.1(+)"	G2951
"G2952;G2952.1(+)"	G2952
"G2952;G2952.2(+)"	G2952
"G2953;G2953.1(+)"	G2953
"G2954;G2954.1(-)"	G2954
"G2954;G2954.2(-)"	G2954
"G2955;G2955.1(-)"	G2955
"G2956;G2956.1(-)"	G2956
"G2957;G2957.1(-)"	G2957
"G2958;G2958.1(+)"	G2958
"G2958;G2958.2(+)"	G2958
"G2958;G2958.3(+)"	G2958
"G2958;G2958.4(+)"	G2958
"G2958;G2958.5(+)"	G2958
"G2959;G2959.1(+)"	G2959
"G2960;G2960.1(-)"	G2960
"G2960;G2960.2(-)"	G2960
"G2961;G2961.1(+)"	G2961
"G2961;G2961.2(+)"	G2961
"G2961;G2961.3(+)"	G2961
"G2961;G2961.4(+)"	G2961
"G2961;G2961.5(+)"	G2961
"G2962;G2962.1(-)"	G2962
"G2962;G2962.2(-)"	G2962
"G2963;G2963.1(-)"	G2963
"G2964;G2964.1(+)"	G2964
"G2965;G2965.1(+)"	G2965
"G2965;G2965.2(+)"	G2965
"G2966;G2966.1(-)"	G2966
"G2967;G2967.1(+)"	G2967
"G2968;G2968.1(-)"	G2968
"G2969;G2969.1(-)"	G2969
"G2970;G2970.1(+)"	G2970
"G2971;G2971.1(-)"	G2971
"G2972;G2972.1(+)"	G2972
"G2973;G2973.1(+)"	G2973
"G2974;G2974.1(-)"	G2974
"G2975;G2975.1(-)"	G2975
"G2976;G2976.1(-)"	G2976
"G2977;G2977.1(+)"	G2977
"G2978;G2978.1(+)"	G2978
"G2979;G2979.1(-)"	G2979
"G2979;G2979.2(-)"	G2979
"G2980;G2980.1(-)"	G2980
"G2981;G2981.1(+)"	G2981
"G2982;G2982.1(-)"	G2982
"G2982;G2982.2(-)"	G2982
"G2983;G2983.1(+)"	G2983
"G2983;G2983.2(+)"	G2983
"G2984;G2984.1(+)"	G2984
"G2985;G2985.1(+)"	G2985
"G2986;G2986.1(+)"	G2986
"G2987;G2987.1(+)"	G2987
"G2988;G2988.1(+)"	G2988
"G2989;G2989.1(+)"	G2989
"G2990;G2990.1(-)"	G2990
"G2991;G2991.1(-)"	G2991
"G2992;G2992.1(+)"	G2992
"G2993;G2993.1(-)"	G2993
"G2994;G2994.1(-)"	G2994
"G2995;G2995.1(+)"	G2995
"G2995;G2995.2(+)"	G2995
"G2996;G2996.1(+)"	G2996
"G2997;G2997.1(-)"	G2997
"G2997;G2997.2(-)"	G2997
"G2997;G2997.3(-)"	G2997
"G2997;G2997.4(-)"	G2997
"G2997;G2997.5(-)"	G2997
"G2997;G2997.6(-)"	G2997
"G2998;G2998.1(+)"	G2998
"G2998;G2998.2(+)"	G2998
"G2999;G2999.1(+)"	G2999
"G3000;G3000.1(+)"	G3000
"G3001;G3001.1(-)"	G3001
"G3002;G3002.1(-)"	G3002
"G3003;G3003.1(+)"	G3003
"G3004;G3004.1(+)"	G3004
"G3005;G3005.1(+)"	G3005
"G3006;G3006.1(+)"	G3006
"G3007;G3007.1(-)"	G3007
"G3008;G3008.1(+)"	G3008
"G3008;G3008.2(+)"	G3008
"G3009;G3009.1(+)"	G3009
"G3010;G3010.1(+)"	G3010
"G3011;G3011.1(+)"	G3011
"G3012;G3012.1(-)"	G3012
"G3012;G3012.2(-)"	G3012
"G3013;G3013.1(+)"	G3013
"G3013;G3013.2(+)"	G3013
"G3013;G3013.3(+)"	G3013
"G3013;G3013.4(+)"	G3013
"G3013;G3013.5(+)"	G3013
"G3014;G3014.1(-)"	G3014
"G3015;G3015.1(-)"	G3015
"G3016;G3016.1(-)"	G3016
"G3017;G3017.1(+)"	G3017
"G3018;G3018.1(-)"	G3018
"G3019;G3019.1(+)"	G3019
"G3020;G3020.1(-)"	G3020
"G3021;G3021.1(-)"	G3021
"G3022;G3022.1(-)"	G3022
"G3022;G3022.2(-)"	G3022
"G3022;G3022.3(-)"	G3022
"G3022;G3022.4(-)"	G3022
"G3022;G3022.5(-)"	G3022
"G3022;G3022.6(-)"	G3022
"G3022;G3022.7(-)"	G3022
"G3022;G3022.8(-)"	G3022
"G3022;G3022.9(-)"	G3022
"G3022;G3022.10(-)"	G3022
"G3022;G3022.11(-)"	G3022
"G3022;G3022.12(-)"	G3022
"G3023;G3023.1(+)"	G3023
"G3024;G3024.1(-)"	G3024
"G3024;G3024.2(-)"	G3024
"G3025;G3025.1(+)"	G3025
"G3026;G3026.1(+)"	G3026
"G3026;G3026.2(+)"	G3026
"G3027;G3027.1(+)"	G3027
"G3028;G3028.1(+)"	G3028
"G3029;G3029.1(+)"	G3029
"G3030;G3030.1(-)"	G3030
"G3031;G3031.1(+)"	G3031
"G3032;G3032.1(-)"	G3032
"G3033;G3033.1(-)"	G3033
"G3034;G3034.1(-)"	G3034
"G3035;G3035.1(+)"	G3035
"G3036;G3036.1(+)"	G3036
"G3037;G3037.1(-)"	G3037
"G3037;G3037.2(-)"	G3037
"G3038;G3038.1(+)"	G3038
"G3038;G3038.2(+)"	G3038
"G3039;G3039.1(+)"	G3039
"G3040;G3040.1(-)"	G3040
"G3041;G3041.1(+)"	G3041
"G3041;G3041.2(+)"	G3041
"G3042;G3042.1(+)"	G3042
"G3043;G3043.1(+)"	G3043
"G3044;G3044.1(+)"	G3044
"G3044;G3044.2(+)"	G3044
"G3045;G3045.1(-)"	G3045
"G3046;G3046.1(+)"	G3046
"G3047;G3047.1(+)"	G3047
"G3048;G3048.1(+)"	G3048
"G3049;G3049.1(+)"	G3049
"G3050;G3050.1(-)"	G3050
"G3051;G3051.1(-)"	G3051
"G3051;G3051.2(-)"	G3051
"G3052;G3052.1(+)"	G3052
"G3053;G3053.1(-)"	G3053
"G3054;G3054.1(+)"	G3054
"G3055;G3055.1(-)"	G3055
"G3056;G3056.1(+)"	G3056
"G3056;G3056.2(+)"	G3056
"G3057;G3057.1(-)"	G3057
"G3058;G3058.1(-)"	G3058
"G3059;G3059.1(-)"	G3059
"G3060;G3060.1(+)"	G3060
"G3061;G3061.1(+)"	G3061
"G3062;G3062.1(-)"	G3062
"G3062;G3062.2(-)"	G3062
