TXNAME	GENEID
"G11143;G11143.1(+)"	G11143
"G11144;G11144.1(-)"	G11144
"G11145;G11145.1(-)"	G11145
"G11146;G11146.1(-)"	G11146
"G11146;G11146.2(-)"	G11146
"G11146;G11146.3(-)"	G11146
"G11147;G11147.1(+)"	G11147
"G11147;G11147.2(+)"	G11147
"G11148;G11148.1(+)"	G11148
"G11149;G11149.1(-)"	G11149
"G11149;G11149.2(-)"	G11149
"G11150;G11150.1(+)"	G11150
"G11151;G11151.1(+)"	G11151
"G11152;G11152.1(-)"	G11152
"G11153;G11153.1(-)"	G11153
"G11154;G11154.1(+)"	G11154
"G11155;G11155.1(-)"	G11155
"G11156;G11156.1(-)"	G11156
"G11157;G11157.1(-)"	G11157
"G11158;G11158.1(+)"	G11158
"G11159;G11159.1(-)"	G11159
"G11160;G11160.1(-)"	G11160
"G11161;G11161.1(+)"	G11161
"G11162;G11162.1(-)"	G11162
"G11163;G11163.1(+)"	G11163
"G11164;G11164.1(-)"	G11164
"G11164;G11164.2(-)"	G11164
"G11164;G11164.3(-)"	G11164
"G11165;G11165.1(-)"	G11165
"G11166;G11166.1(-)"	G11166
"G11167;G11167.1(+)"	G11167
"G11167;G11167.2(+)"	G11167
"G11167;G11167.3(+)"	G11167
"G11168;G11168.1(-)"	G11168
"G11169;G11169.1(+)"	G11169
"G11170;G11170.1(-)"	G11170
"G11171;G11171.1(-)"	G11171
"G11171;G11171.2(-)"	G11171
"G11172;G11172.1(-)"	G11172
"G11173;G11173.1(-)"	G11173
"G11173;G11173.2(-)"	G11173
"G11174;G11174.1(+)"	G11174
"G11175;G11175.1(+)"	G11175
"G11176;G11176.1(+)"	G11176
"G11176;G11176.2(+)"	G11176
"G11177;G11177.1(+)"	G11177
"G11178;G11178.1(-)"	G11178
"G11179;G11179.1(-)"	G11179
"G11180;G11180.1(-)"	G11180
"G11181;G11181.1(-)"	G11181
"G11182;G11182.1(+)"	G11182
"G11183;G11183.1(+)"	G11183
"G11184;G11184.1(+)"	G11184
"G11185;G11185.1(-)"	G11185
"G11186;G11186.1(-)"	G11186
"G11187;G11187.1(+)"	G11187
"G11188;G11188.1(+)"	G11188
"G11189;G11189.1(+)"	G11189
"G11190;G11190.1(+)"	G11190
"G11191;G11191.1(-)"	G11191
"G11192;G11192.1(-)"	G11192
"G11193;G11193.1(-)"	G11193
"G11194;G11194.1(+)"	G11194
"G11195;G11195.1(+)"	G11195
"G11196;G11196.1(-)"	G11196
"G11197;G11197.1(-)"	G11197
"G11198;G11198.1(+)"	G11198
"G11198;G11198.2(+)"	G11198
"G11198;G11198.3(+)"	G11198
"G11198;G11198.4(+)"	G11198
"G11198;G11198.5(+)"	G11198
"G11198;G11198.6(+)"	G11198
"G11199;G11199.1(+)"	G11199
"G11199;G11199.2(+)"	G11199
"G11200;G11200.1(-)"	G11200
"G11201;G11201.1(+)"	G11201
"G11202;G11202.1(+)"	G11202
"G11203;G11203.1(+)"	G11203
"G11204;G11204.1(+)"	G11204
"G11205;G11205.1(-)"	G11205
"G11206;G11206.1(-)"	G11206
"G11207;G11207.1(-)"	G11207
"G11208;G11208.1(+)"	G11208
"G11209;G11209.1(+)"	G11209
"G11210;G11210.1(-)"	G11210
"G11211;G11211.1(-)"	G11211
"G11212;G11212.1(-)"	G11212
"G11213;G11213.1(+)"	G11213
"G11213;G11213.2(+)"	G11213
"G11214;G11214.1(-)"	G11214
"G11214;G11214.2(-)"	G11214
"G11214;G11214.3(-)"	G11214
"G11214;G11214.4(-)"	G11214
"G11215;G11215.1(+)"	G11215
"G11216;G11216.1(+)"	G11216
"G11217;G11217.1(-)"	G11217
"G11217;G11217.2(-)"	G11217
"G11218;G11218.1(-)"	G11218
"G11219;G11219.1(+)"	G11219
"G11219;G11219.2(+)"	G11219
"G11220;G11220.1(+)"	G11220
"G11221;G11221.1(-)"	G11221
"G11222;G11222.1(-)"	G11222
"G11222;G11222.2(-)"	G11222
"G11223;G11223.1(+)"	G11223
"G11224;G11224.1(+)"	G11224
"G11225;G11225.1(-)"	G11225
"G11226;G11226.1(+)"	G11226
"G11227;G11227.1(+)"	G11227
"G11228;G11228.1(-)"	G11228
"G11228;G11228.2(-)"	G11228
"G11229;G11229.1(+)"	G11229
"G11230;G11230.1(+)"	G11230
"G11231;G11231.1(-)"	G11231
"G11232;G11232.1(-)"	G11232
"G11233;G11233.1(-)"	G11233
"G11234;G11234.1(-)"	G11234
"G11235;G11235.1(+)"	G11235
"G11236;G11236.1(+)"	G11236
"G11237;G11237.1(-)"	G11237
"G11238;G11238.1(-)"	G11238
"G11239;G11239.1(+)"	G11239
"G11239;G11239.2(+)"	G11239
"G11239;G11239.3(+)"	G11239
"G11239;G11239.4(+)"	G11239
"G11239;G11239.5(+)"	G11239
"G11239;G11239.6(+)"	G11239
"G11240;G11240.1(+)"	G11240
"G11241;G11241.1(+)"	G11241
"G11242;G11242.1(+)"	G11242
"G11243;G11243.1(-)"	G11243
"G11243;G11243.2(-)"	G11243
"G11244;G11244.1(+)"	G11244
"G11245;G11245.1(-)"	G11245
"G11246;G11246.1(-)"	G11246
"G11247;G11247.1(+)"	G11247
"G11248;G11248.1(+)"	G11248
"G11248;G11248.2(+)"	G11248
"G11248;G11248.3(+)"	G11248
"G11248;G11248.4(+)"	G11248
"G11248;G11248.5(+)"	G11248
"G11248;G11248.6(+)"	G11248
"G11248;G11248.7(+)"	G11248
"G11249;G11249.1(+)"	G11249
"G11250;G11250.1(-)"	G11250
"G11251;G11251.1(+)"	G11251
"G11252;G11252.1(+)"	G11252
"G11253;G11253.1(+)"	G11253
"G11253;G11253.2(+)"	G11253
"G11254;G11254.1(-)"	G11254
"G11255;G11255.1(-)"	G11255
"G11255;G11255.2(-)"	G11255
"G11255;G11255.3(-)"	G11255
"G11256;G11256.1(-)"	G11256
"G11257;G11257.1(-)"	G11257
"G11258;G11258.1(-)"	G11258
"G11259;G11259.1(+)"	G11259
"G11260;G11260.1(-)"	G11260
"G11261;G11261.1(-)"	G11261
"G11261;G11261.2(-)"	G11261
"G11262;G11262.1(+)"	G11262
"G11263;G11263.1(+)"	G11263
"G11264;G11264.1(-)"	G11264
"G11265;G11265.1(-)"	G11265
"G11266;G11266.1(+)"	G11266
"G11267;G11267.1(+)"	G11267
"G11268;G11268.1(+)"	G11268
"G11269;G11269.1(+)"	G11269
"G11269;G11269.2(+)"	G11269
"G11269;G11269.3(+)"	G11269
"G11269;G11269.4(+)"	G11269
"G11270;G11270.1(+)"	G11270
"G11270;G11270.2(+)"	G11270
"G11270;G11270.3(+)"	G11270
"G11270;G11270.4(+)"	G11270
"G11271;G11271.1(+)"	G11271
"G11271;G11271.2(+)"	G11271
"G11271;G11271.3(+)"	G11271
"G11272;G11272.1(-)"	G11272
"G11273;G11273.1(+)"	G11273
"G11274;G11274.1(-)"	G11274
"G11274;G11274.2(-)"	G11274
"G11274;G11274.3(-)"	G11274
"G11274;G11274.4(-)"	G11274
"G11275;G11275.1(-)"	G11275
"G11276;G11276.1(-)"	G11276
"G11277;G11277.1(-)"	G11277
"G11278;G11278.1(-)"	G11278
"G11278;G11278.2(-)"	G11278
"G11279;G11279.1(-)"	G11279
"G11280;G11280.1(+)"	G11280
"G11281;G11281.1(-)"	G11281
"G11282;G11282.1(-)"	G11282
"G11282;G11282.2(-)"	G11282
"G11283;G11283.1(-)"	G11283
"G11284;G11284.1(-)"	G11284
"G11285;G11285.1(+)"	G11285
"G11286;G11286.1(+)"	G11286
"G11287;G11287.1(+)"	G11287
"G11288;G11288.1(-)"	G11288
"G11289;G11289.1(-)"	G11289
"G11290;G11290.1(-)"	G11290
"G11290;G11290.2(-)"	G11290
"G11290;G11290.3(-)"	G11290
"G11291;G11291.1(-)"	G11291
"G11292;G11292.1(-)"	G11292
"G11293;G11293.1(-)"	G11293
"G11294;G11294.1(-)"	G11294
"G11294;G11294.2(-)"	G11294
"G11295;G11295.1(-)"	G11295
"G11296;G11296.1(+)"	G11296
"G11297;G11297.1(-)"	G11297
"G11298;G11298.1(+)"	G11298
"G11299;G11299.1(+)"	G11299
"G11299;G11299.2(+)"	G11299
"G11300;G11300.1(-)"	G11300
"G11301;G11301.1(-)"	G11301
"G11302;G11302.1(-)"	G11302
"G11303;G11303.1(-)"	G11303
"G11304;G11304.1(-)"	G11304
"G11305;G11305.1(+)"	G11305
"G11306;G11306.1(-)"	G11306
"G11307;G11307.1(-)"	G11307
"G11308;G11308.1(-)"	G11308
"G11309;G11309.1(+)"	G11309
"G11309;G11309.2(+)"	G11309
"G11310;G11310.1(+)"	G11310
"G11311;G11311.1(+)"	G11311
"G11312;G11312.1(+)"	G11312
"G11312;G11312.2(+)"	G11312
"G11313;G11313.1(-)"	G11313
"G11314;G11314.1(-)"	G11314
"G11315;G11315.1(-)"	G11315
"G11316;G11316.1(-)"	G11316
"G11317;G11317.1(-)"	G11317
"G11318;G11318.1(-)"	G11318
"G11319;G11319.1(-)"	G11319
"G11320;G11320.1(+)"	G11320
"G11320;G11320.2(+)"	G11320
"G11321;G11321.1(+)"	G11321
"G11322;G11322.1(+)"	G11322
"G11323;G11323.1(-)"	G11323
"G11324;G11324.1(-)"	G11324
"G11325;G11325.1(+)"	G11325
"G11326;G11326.1(-)"	G11326
"G11326;G11326.2(-)"	G11326
"G11327;G11327.1(+)"	G11327
"G11328;G11328.1(-)"	G11328
"G11329;G11329.1(-)"	G11329
"G11330;G11330.1(-)"	G11330
"G11330;G11330.2(-)"	G11330
"G11331;G11331.1(+)"	G11331
"G11332;G11332.1(-)"	G11332
"G11333;G11333.1(-)"	G11333
"G11333;G11333.2(-)"	G11333
"G11334;G11334.1(+)"	G11334
"G11335;G11335.1(-)"	G11335
"G11336;G11336.1(-)"	G11336
"G11336;G11336.2(-)"	G11336
"G11336;G11336.3(-)"	G11336
"G11337;G11337.1(+)"	G11337
"G11338;G11338.1(-)"	G11338
"G11339;G11339.1(-)"	G11339
"G11340;G11340.1(-)"	G11340
"G11340;G11340.2(-)"	G11340
"G11340;G11340.3(-)"	G11340
"G11340;G11340.4(-)"	G11340
"G11340;G11340.5(-)"	G11340
"G11340;G11340.6(-)"	G11340
"G11341;G11341.1(-)"	G11341
"G11342;G11342.1(-)"	G11342
"G11342;G11342.2(-)"	G11342
"G11343;G11343.1(-)"	G11343
"G11344;G11344.1(-)"	G11344
"G11345;G11345.1(-)"	G11345
"G11346;G11346.1(-)"	G11346
"G11347;G11347.1(+)"	G11347
"G11347;G11347.2(+)"	G11347
"G11348;G11348.1(+)"	G11348
"G11349;G11349.1(-)"	G11349
"G11349;G11349.2(-)"	G11349
"G11350;G11350.1(+)"	G11350
"G11351;G11351.1(+)"	G11351
"G11352;G11352.1(+)"	G11352
"G11353;G11353.1(-)"	G11353
"G11353;G11353.2(-)"	G11353
"G11354;G11354.1(+)"	G11354
"G11355;G11355.1(-)"	G11355
"G11355;G11355.2(-)"	G11355
"G11356;G11356.1(-)"	G11356
"G11357;G11357.1(+)"	G11357
"G11357;G11357.2(+)"	G11357
"G11358;G11358.1(+)"	G11358
"G11359;G11359.1(+)"	G11359
"G11360;G11360.1(-)"	G11360
"G11361;G11361.1(+)"	G11361
"G11362;G11362.1(+)"	G11362
"G11363;G11363.1(+)"	G11363
"G11364;G11364.1(+)"	G11364
"G11364;G11364.2(+)"	G11364
"G11365;G11365.1(-)"	G11365
"G11365;G11365.2(-)"	G11365
"G11366;G11366.1(+)"	G11366
"G11367;G11367.1(-)"	G11367
"G11368;G11368.1(+)"	G11368
"G11369;G11369.1(-)"	G11369
"G11369;G11369.2(-)"	G11369
"G11370;G11370.1(-)"	G11370
"G11371;G11371.1(+)"	G11371
"G11371;G11371.2(+)"	G11371
"G11372;G11372.1(-)"	G11372
"G11373;G11373.1(+)"	G11373
"G11374;G11374.1(+)"	G11374
"G11374;G11374.2(+)"	G11374
"G11375;G11375.1(-)"	G11375
"G11375;G11375.2(-)"	G11375
"G11376;G11376.1(+)"	G11376
"G11376;G11376.2(+)"	G11376
"G11377;G11377.1(-)"	G11377
"G11378;G11378.1(-)"	G11378
"G11379;G11379.1(-)"	G11379
"G11379;G11379.2(-)"	G11379
"G11380;G11380.1(+)"	G11380
"G11380;G11380.2(+)"	G11380
"G11380;G11380.3(+)"	G11380
"G11380;G11380.4(+)"	G11380
"G11381;G11381.1(+)"	G11381
"G11382;G11382.1(-)"	G11382
"G11383;G11383.1(+)"	G11383
"G11383;G11383.2(+)"	G11383
"G11384;G11384.1(-)"	G11384
"G11385;G11385.1(-)"	G11385
"G11385;G11385.2(-)"	G11385
"G11385;G11385.3(-)"	G11385
"G11385;G11385.4(-)"	G11385
"G11386;G11386.1(+)"	G11386
"G11387;G11387.1(+)"	G11387
"G11388;G11388.1(-)"	G11388
"G11389;G11389.1(+)"	G11389
"G11389;G11389.2(+)"	G11389
"G11389;G11389.3(+)"	G11389
"G11390;G11390.1(-)"	G11390
"G11391;G11391.1(-)"	G11391
"G11391;G11391.2(-)"	G11391
"G11392;G11392.1(-)"	G11392
"G11393;G11393.1(+)"	G11393
"G11394;G11394.1(+)"	G11394
"G11394;G11394.2(+)"	G11394
"G11395;G11395.1(-)"	G11395
"G11396;G11396.1(+)"	G11396
"G11396;G11396.2(+)"	G11396
"G11397;G11397.1(+)"	G11397
"G11398;G11398.1(+)"	G11398
"G11399;G11399.1(-)"	G11399
"G11399;G11399.2(-)"	G11399
"G11400;G11400.1(+)"	G11400
"G11401;G11401.1(+)"	G11401
"G11401;G11401.2(+)"	G11401
"G11401;G11401.3(+)"	G11401
"G11401;G11401.4(+)"	G11401
"G11402;G11402.1(-)"	G11402
"G11403;G11403.1(+)"	G11403
"G11404;G11404.1(+)"	G11404
"G11405;G11405.1(+)"	G11405
"G11406;G11406.1(+)"	G11406
"G11407;G11407.1(+)"	G11407
"G11408;G11408.1(+)"	G11408
"G11409;G11409.1(+)"	G11409
"G11410;G11410.1(+)"	G11410
"G11411;G11411.1(-)"	G11411
"G11412;G11412.1(+)"	G11412
"G11413;G11413.1(+)"	G11413
"G11414;G11414.1(+)"	G11414
"G11415;G11415.1(-)"	G11415
"G11415;G11415.2(-)"	G11415
"G11416;G11416.1(-)"	G11416
"G11417;G11417.1(-)"	G11417
"G11418;G11418.1(-)"	G11418
"G11419;G11419.1(-)"	G11419
"G11420;G11420.1(+)"	G11420
"G11421;G11421.1(+)"	G11421
"G11422;G11422.1(-)"	G11422
"G11423;G11423.1(+)"	G11423
"G11423;G11423.2(+)"	G11423
"G11424;G11424.1(-)"	G11424
"G11425;G11425.1(-)"	G11425
"G11425;G11425.2(-)"	G11425
"G11426;G11426.1(-)"	G11426
"G11427;G11427.1(+)"	G11427
"G11428;G11428.1(+)"	G11428
"G11429;G11429.1(-)"	G11429
"G11430;G11430.1(-)"	G11430
"G11431;G11431.1(-)"	G11431
"G11431;G11431.2(-)"	G11431
"G11432;G11432.1(-)"	G11432
"G11433;G11433.1(+)"	G11433
"G11434;G11434.1(+)"	G11434
"G11435;G11435.1(+)"	G11435
"G11436;G11436.1(+)"	G11436
"G11437;G11437.1(-)"	G11437
"G11438;G11438.1(+)"	G11438
"G11439;G11439.1(+)"	G11439
"G11439;G11439.2(+)"	G11439
"G11440;G11440.1(-)"	G11440
"G11441;G11441.1(-)"	G11441
"G11442;G11442.1(-)"	G11442
"G11443;G11443.1(-)"	G11443
"G11443;G11443.2(-)"	G11443
"G11444;G11444.1(-)"	G11444
"G11445;G11445.1(-)"	G11445
"G11446;G11446.1(-)"	G11446
"G11447;G11447.1(+)"	G11447
"G11447;G11447.2(+)"	G11447
"G11448;G11448.1(+)"	G11448
"G11449;G11449.1(+)"	G11449
"G11450;G11450.1(+)"	G11450
"G11451;G11451.1(+)"	G11451
"G11452;G11452.1(+)"	G11452
"G11453;G11453.1(-)"	G11453
"G11454;G11454.1(-)"	G11454
"G11455;G11455.1(+)"	G11455
"G11455;G11455.2(+)"	G11455
"G11456;G11456.1(-)"	G11456
"G11457;G11457.1(-)"	G11457
"G11457;G11457.2(-)"	G11457
"G11458;G11458.1(-)"	G11458
"G11459;G11459.1(+)"	G11459
"G11460;G11460.1(-)"	G11460
"G11460;G11460.2(-)"	G11460
"G11461;G11461.1(-)"	G11461
"G11461;G11461.2(-)"	G11461
"G11462;G11462.1(-)"	G11462
"G11463;G11463.1(-)"	G11463
"G11464;G11464.1(-)"	G11464
"G11465;G11465.1(+)"	G11465
"G11466;G11466.1(-)"	G11466
"G11467;G11467.1(+)"	G11467
"G11467;G11467.2(+)"	G11467
"G11468;G11468.1(+)"	G11468
"G11469;G11469.1(-)"	G11469
"G11469;G11469.2(-)"	G11469
"G11470;G11470.1(+)"	G11470
"G11471;G11471.1(-)"	G11471
"G11472;G11472.1(-)"	G11472
"G11472;G11472.2(-)"	G11472
"G11472;G11472.3(-)"	G11472
"G11472;G11472.4(-)"	G11472
"G11472;G11472.5(-)"	G11472
"G11473;G11473.1(-)"	G11473
"G11474;G11474.1(-)"	G11474
"G11475;G11475.1(-)"	G11475
"G11476;G11476.1(+)"	G11476
"G11476;G11476.2(+)"	G11476
"G11476;G11476.3(+)"	G11476
"G11476;G11476.4(+)"	G11476
"G11476;G11476.5(+)"	G11476
"G11476;G11476.6(+)"	G11476
"G11477;G11477.1(-)"	G11477
"G11478;G11478.1(-)"	G11478
"G11479;G11479.1(-)"	G11479
"G11480;G11480.1(-)"	G11480
"G11481;G11481.1(+)"	G11481
"G11482;G11482.1(-)"	G11482
"G11483;G11483.1(-)"	G11483
"G11484;G11484.1(-)"	G11484
"G11485;G11485.1(-)"	G11485
"G11486;G11486.1(+)"	G11486
"G11487;G11487.1(+)"	G11487
"G11488;G11488.1(-)"	G11488
"G11488;G11488.2(-)"	G11488
"G11488;G11488.3(-)"	G11488
"G11488;G11488.4(-)"	G11488
"G11489;G11489.1(-)"	G11489
"G11489;G11489.2(-)"	G11489
"G11490;G11490.1(+)"	G11490
"G11491;G11491.1(-)"	G11491
"G11492;G11492.1(+)"	G11492
"G11493;G11493.1(+)"	G11493
"G11493;G11493.2(+)"	G11493
"G11494;G11494.1(-)"	G11494
"G11494;G11494.2(-)"	G11494
"G11495;G11495.1(-)"	G11495
"G11496;G11496.1(-)"	G11496
"G11496;G11496.2(-)"	G11496
"G11497;G11497.1(+)"	G11497
"G11498;G11498.1(-)"	G11498
"G11499;G11499.1(-)"	G11499
"G11500;G11500.1(+)"	G11500
"G11500;G11500.2(+)"	G11500
"G11501;G11501.1(-)"	G11501
"G11502;G11502.1(+)"	G11502
"G11503;G11503.1(-)"	G11503
"G11504;G11504.1(-)"	G11504
"G11505;G11505.1(+)"	G11505
"G11505;G11505.2(+)"	G11505
"G11506;G11506.1(-)"	G11506
"G11507;G11507.1(+)"	G11507
"G11508;G11508.1(-)"	G11508
"G11509;G11509.1(-)"	G11509
"G11509;G11509.2(-)"	G11509
"G11509;G11509.3(-)"	G11509
"G11510;G11510.1(-)"	G11510
"G11510;G11510.2(-)"	G11510
"G11510;G11510.3(-)"	G11510
"G11511;G11511.1(+)"	G11511
"G11512;G11512.1(+)"	G11512
"G11513;G11513.1(+)"	G11513
"G11514;G11514.1(-)"	G11514
"G11515;G11515.1(+)"	G11515
"G11515;G11515.2(+)"	G11515
"G11516;G11516.1(+)"	G11516
"G11517;G11517.1(+)"	G11517
"G11518;G11518.1(+)"	G11518
"G11519;G11519.1(+)"	G11519
"G11520;G11520.1(-)"	G11520
"G11520;G11520.2(-)"	G11520
"G11521;G11521.1(+)"	G11521
"G11522;G11522.1(-)"	G11522
"G11523;G11523.1(-)"	G11523
"G11523;G11523.2(-)"	G11523
"G11524;G11524.1(-)"	G11524
"G11525;G11525.1(-)"	G11525
"G11526;G11526.1(+)"	G11526
"G11527;G11527.1(-)"	G11527
"G11528;G11528.1(-)"	G11528
"G11529;G11529.1(-)"	G11529
"G11530;G11530.1(+)"	G11530
"G11531;G11531.1(+)"	G11531
"G11532;G11532.1(-)"	G11532
"G11533;G11533.1(+)"	G11533
"G11534;G11534.1(+)"	G11534
"G11534;G11534.2(+)"	G11534
"G11534;G11534.3(+)"	G11534
"G11535;G11535.1(+)"	G11535
"G11536;G11536.1(+)"	G11536
"G11537;G11537.1(+)"	G11537
"G11538;G11538.1(-)"	G11538
"G11538;G11538.2(-)"	G11538
"G11539;G11539.1(-)"	G11539
"G11540;G11540.1(+)"	G11540
"G11541;G11541.1(-)"	G11541
"G11542;G11542.1(-)"	G11542
"G11543;G11543.1(+)"	G11543
"G11544;G11544.1(+)"	G11544
"G11545;G11545.1(+)"	G11545
"G11546;G11546.1(-)"	G11546
"G11547;G11547.1(+)"	G11547
"G11548;G11548.1(+)"	G11548
"G11549;G11549.1(+)"	G11549
"G11550;G11550.1(-)"	G11550
"G11550;G11550.2(-)"	G11550
"G11551;G11551.1(+)"	G11551
"G11551;G11551.2(+)"	G11551
"G11552;G11552.1(-)"	G11552
"G11553;G11553.1(+)"	G11553
"G11554;G11554.1(+)"	G11554
"G11555;G11555.1(+)"	G11555
"G11556;G11556.1(-)"	G11556
"G11557;G11557.1(-)"	G11557
"G11558;G11558.1(-)"	G11558
"G11559;G11559.1(-)"	G11559
"G11560;G11560.1(+)"	G11560
"G11561;G11561.1(+)"	G11561
"G11561;G11561.2(+)"	G11561
"G11562;G11562.1(-)"	G11562
"G11563;G11563.1(+)"	G11563
"G11564;G11564.1(+)"	G11564
"G11564;G11564.2(+)"	G11564
"G11565;G11565.1(-)"	G11565
"G11565;G11565.2(-)"	G11565
"G11566;G11566.1(-)"	G11566
"G11566;G11566.2(-)"	G11566
"G11566;G11566.3(-)"	G11566
"G11567;G11567.1(-)"	G11567
"G11568;G11568.1(+)"	G11568
"G11569;G11569.1(-)"	G11569
"G11569;G11569.2(-)"	G11569
"G11570;G11570.1(+)"	G11570
"G11571;G11571.1(+)"	G11571
"G11572;G11572.1(-)"	G11572
"G11573;G11573.1(-)"	G11573
"G11574;G11574.1(-)"	G11574
"G11575;G11575.1(+)"	G11575
"G11576;G11576.1(-)"	G11576
"G11577;G11577.1(+)"	G11577
"G11578;G11578.1(+)"	G11578
"G11579;G11579.1(+)"	G11579
"G11579;G11579.2(+)"	G11579
"G11580;G11580.1(-)"	G11580
"G11581;G11581.1(-)"	G11581
"G11582;G11582.1(-)"	G11582
"G11583;G11583.1(+)"	G11583
"G11584;G11584.1(+)"	G11584
"G11585;G11585.1(+)"	G11585
"G11586;G11586.1(+)"	G11586
"G11586;G11586.2(+)"	G11586
"G11587;G11587.1(-)"	G11587
"G11587;G11587.2(-)"	G11587
"G11588;G11588.1(-)"	G11588
"G11589;G11589.1(-)"	G11589
"G11589;G11589.2(-)"	G11589
"G11590;G11590.1(-)"	G11590
"G11590;G11590.2(-)"	G11590
"G11590;G11590.3(-)"	G11590
"G11591;G11591.1(+)"	G11591
"G11591;G11591.2(+)"	G11591
"G11591;G11591.3(+)"	G11591
"G11591;G11591.4(+)"	G11591
"G11592;G11592.1(-)"	G11592
"G11593;G11593.1(-)"	G11593
"G11594;G11594.1(-)"	G11594
"G11594;G11594.2(-)"	G11594
"G11595;G11595.1(-)"	G11595
"G11596;G11596.1(-)"	G11596
"G11597;G11597.1(+)"	G11597
"G11598;G11598.1(+)"	G11598
"G11598;G11598.2(+)"	G11598
"G11599;G11599.1(+)"	G11599
"G11600;G11600.1(+)"	G11600
"G11601;G11601.1(+)"	G11601
"G11602;G11602.1(+)"	G11602
"G11603;G11603.1(-)"	G11603
"G11604;G11604.1(+)"	G11604
"G11605;G11605.1(+)"	G11605
"G11606;G11606.1(-)"	G11606
"G11607;G11607.1(+)"	G11607
"G11608;G11608.1(-)"	G11608
"G11609;G11609.1(-)"	G11609
"G11610;G11610.1(-)"	G11610
"G11611;G11611.1(+)"	G11611
"G11612;G11612.1(-)"	G11612
"G11612;G11612.2(-)"	G11612
"G11613;G11613.1(-)"	G11613
"G11614;G11614.1(+)"	G11614
"G11614;G11614.2(+)"	G11614
"G11615;G11615.1(+)"	G11615
"G11616;G11616.1(-)"	G11616
"G11617;G11617.1(+)"	G11617
"G11617;G11617.2(+)"	G11617
"G11618;G11618.1(+)"	G11618
"G11618;G11618.2(+)"	G11618
"G11619;G11619.1(+)"	G11619
"G11620;G11620.1(+)"	G11620
"G11621;G11621.1(-)"	G11621
"G11621;G11621.2(-)"	G11621
"G11622;G11622.1(+)"	G11622
"G11623;G11623.1(-)"	G11623
"G11623;G11623.2(-)"	G11623
"G11624;G11624.1(-)"	G11624
"G11625;G11625.1(+)"	G11625
"G11626;G11626.1(+)"	G11626
"G11627;G11627.1(+)"	G11627
"G11627;G11627.2(+)"	G11627
"G11627;G11627.3(+)"	G11627
"G11628;G11628.1(+)"	G11628
"G11629;G11629.1(-)"	G11629
"G11630;G11630.1(-)"	G11630
"G11631;G11631.1(-)"	G11631
"G11631;G11631.2(-)"	G11631
"G11632;G11632.1(+)"	G11632
"G11633;G11633.1(-)"	G11633
"G11634;G11634.1(-)"	G11634
"G11635;G11635.1(+)"	G11635
"G11636;G11636.1(+)"	G11636
"G11637;G11637.1(+)"	G11637
"G11637;G11637.2(+)"	G11637
"G11638;G11638.1(-)"	G11638
"G11639;G11639.1(+)"	G11639
"G11640;G11640.1(+)"	G11640
"G11640;G11640.2(+)"	G11640
"G11641;G11641.1(+)"	G11641
"G11642;G11642.1(+)"	G11642
"G11642;G11642.2(+)"	G11642
"G11643;G11643.1(+)"	G11643
"G11644;G11644.1(-)"	G11644
"G11645;G11645.1(+)"	G11645
"G11646;G11646.1(-)"	G11646
"G11647;G11647.1(-)"	G11647
"G11648;G11648.1(+)"	G11648
"G11649;G11649.1(+)"	G11649
"G11650;G11650.1(-)"	G11650
"G11651;G11651.1(-)"	G11651
"G11652;G11652.1(+)"	G11652
"G11653;G11653.1(+)"	G11653
"G11654;G11654.1(+)"	G11654
"G11655;G11655.1(-)"	G11655
"G11656;G11656.1(-)"	G11656
"G11657;G11657.1(-)"	G11657
"G11657;G11657.2(-)"	G11657
"G11658;G11658.1(-)"	G11658
"G11659;G11659.1(+)"	G11659
"G11660;G11660.1(+)"	G11660
"G11660;G11660.2(+)"	G11660
"G11660;G11660.3(+)"	G11660
"G11660;G11660.4(+)"	G11660
"G11660;G11660.5(+)"	G11660
"G11660;G11660.6(+)"	G11660
"G11660;G11660.7(+)"	G11660
"G11660;G11660.8(+)"	G11660
"G11660;G11660.9(+)"	G11660
"G11660;G11660.10(+)"	G11660
"G11661;G11661.1(-)"	G11661
"G11662;G11662.1(+)"	G11662
"G11662;G11662.2(+)"	G11662
"G11663;G11663.1(+)"	G11663
"G11664;G11664.1(+)"	G11664
"G11665;G11665.1(-)"	G11665
"G11666;G11666.1(+)"	G11666
"G11667;G11667.1(-)"	G11667
"G11668;G11668.1(+)"	G11668
"G11668;G11668.2(+)"	G11668
"G11669;G11669.1(-)"	G11669
"G11670;G11670.1(-)"	G11670
"G11671;G11671.1(+)"	G11671
"G11672;G11672.1(-)"	G11672
"G11673;G11673.1(-)"	G11673
"G11674;G11674.1(+)"	G11674
"G11674;G11674.2(+)"	G11674
"G11675;G11675.1(-)"	G11675
"G11676;G11676.1(+)"	G11676
"G11677;G11677.1(+)"	G11677
"G11678;G11678.1(+)"	G11678
"G11678;G11678.2(+)"	G11678
"G11679;G11679.1(+)"	G11679
"G11680;G11680.1(+)"	G11680
"G11680;G11680.2(+)"	G11680
"G11681;G11681.1(+)"	G11681
"G11682;G11682.1(+)"	G11682
"G11683;G11683.1(-)"	G11683
"G11684;G11684.1(+)"	G11684
"G11685;G11685.1(+)"	G11685
"G11686;G11686.1(+)"	G11686
"G11687;G11687.1(+)"	G11687
"G11688;G11688.1(+)"	G11688
"G11689;G11689.1(+)"	G11689
"G11690;G11690.1(-)"	G11690
